1	0.377976	0.375538	0.436443	0.52915	0.492997	0.450358	0.449732	0.531574	0.327902	0.3794	0.398609	0.421358	0.36667	0.36667	0.387277	0.398609	0.382973	0.605533	0.54582	0.586305	0.461785	0.527998	0.421265	0.428176	0.515837	0.575623	0.445957	0.428176	0.406	0.327968	0.360586	0.270798	0.386401	0.280645	0.367315	0.257003	0.221902	0.221103	0.268386	0.248289	0.259817	0.228082	0.245	0.487977	0.386933	0.524407	0.502081	0.490134	0.502081	0.481895	0.45138	0.512755	0.455106	0.45583	0.428176	0.428176	0.393728	0.358675	0.593523	0.358252	0.579663	0.566948	0.61614	0.359175	0.373139	0.357492	0.394036	0.341773	0.365387	0.319798	0.332501	0.356728	0.3882	0.331664	0.267946	0.312698	0.293318	0.248875	0.292498	0.368018	0.467986	0.529613	0.414838	0.416454	0.433224	0.408811	0.292498	0.371927	0.352436	0.352241	0.3569	0.25923	0.341796	0.376592	
0.377976	1	0.348041	0.39022	0.4532	0.442787	0.404091	0.400307	0.543561	0.329759	0.373774	0.343524	0.420404	0.350493	0.321167	0.373313	0.385129	0.386514	0.483042	0.435409	0.467704	0.446438	0.540065	0.429954	0.37437	0.494181	0.551457	0.427235	0.372574	0.397706	0.335333	0.345221	0.280617	0.388157	0.290821	0.369422	0.353553	0.252804	0.243331	0.261344	0.314958	0.253001	0.246675	0.244295	0.45148	0.376782	0.418327	0.463017	0.412746	0.400518	0.384415	0.377625	0.428971	0.391471	0.381883	0.365861	0.372965	0.381321	0.349265	0.539045	0.33439	0.578365	0.609073	0.599975	0.367567	0.37162	0.365844	0.385952	0.349758	0.355801	0.297044	0.330036	0.365063	0.378015	0.264573	0.255886	0.276574	0.292719	0.252996	0.259932	0.352567	0.5	0.513332	0.415332	0.405528	0.421858	0.399108	0.271289	0.350265	0.348987	0.34699	0.344366	0.263964	0.332829	0.365015	
0.375538	0.348041	1	0.530364	0.596037	0.599089	0.530907	0.546514	0.559431	0.322336	0.538778	0.446983	0.6063	0.483313	0.399172	0.395701	0.408249	0.417568	0.620177	0.55902	0.600484	0.544371	0.553132	0.472649	0.438532	0.527056	0.588143	0.455657	0.438532	0.384015	0.303279	0.335499	0.255249	0.348105	0.261201	0.358058	0.24846	0.26444	0.208774	0.269189	0.238763	0.240194	0.264081	0.262007	0.607678	0.392235	0.537089	0.519414	0.501988	0.514224	0.49355	0.478999	0.544129	0.482952	0.466854	0.438532	0.438532	0.402292	0.335547	0.570754	0.3598	0.589791	0.548252	0.567341	0.331417	0.35982	0.35198	0.370662	0.32026	0.360073	0.340026	0.353802	0.338946	0.357454	0.339685	0.305479	0.32026	0.313955	0.305479	0.299572	0.386593	0.518169	0.416089	0.411836	0.38866	0.398913	0.391559	0.299572	0.354707	0.338528	0.358058	0.349946	0.272165	0.318204	0.339685	
0.436443	0.39022	0.530364	1	0.803474	0.867845	0.715715	0.791684	0.497065	0.41356	0.60782	0.537523	0.630428	0.511596	0.468167	0.518112	0.496942	0.499694	0.707107	0.637377	0.684653	0.559703	0.61507	0.536758	0.550704	0.582448	0.615974	0.512424	0.536758	0.489677	0.414984	0.409955	0.361877	0.387612	0.33891	0.444933	0.334948	0.317187	0.302432	0.388186	0.317187	0.343128	0.382549	0.377829	0.69114	0.529828	0.612372	0.595355	0.57235	0.586302	0.575028	0.521829	0.543429	0.514713	0.574652	0.501896	0.521829	0.578703	0.451183	0.520269	0.489598	0.539569	0.580431	0.575157	0.456027	0.376846	0.411244	0.498332	0.365151	0.444016	0.383599	0.39343	0.477925	0.367784	0.387298	0.338807	0.365151	0.354187	0.321195	0.341563	0.545349	0.512114	0.40566	0.503966	0.438261	0.44414	0.49931	0.341563	0.462858	0.442092	0.503912	0.436206	0.293518	0.412746	0.429274	
0.52915	0.4532	0.596037	0.803474	1	0.845157	0.892401	0.830175	0.490295	0.48267	0.555071	0.575126	0.588345	0.559017	0.542936	0.591608	0.586592	0.617722	0.643265	0.579831	0.622839	0.561952	0.572169	0.612372	0.613694	0.603026	0.616239	0.584474	0.607198	0.568797	0.478456	0.508665	0.401148	0.400824	0.422575	0.511234	0.417636	0.316228	0.325392	0.391075	0.373537	0.379908	0.420809	0.375739	0.658946	0.591194	0.618757	0.617722	0.606976	0.620177	0.640515	0.574064	0.606193	0.607396	0.617722	0.585209	0.597026	0.638287	0.451187	0.542328	0.551679	0.56656	0.570824	0.577347	0.517107	0.455796	0.512767	0.571603	0.429418	0.552621	0.410889	0.476204	0.460824	0.416845	0.362615	0.383745	0.339868	0.374993	0.371887	0.357197	0.626785	0.54074	0.442493	0.585209	0.540999	0.552775	0.56848	0.381982	0.555554	0.451187	0.589457	0.5429	0.276135	0.513702	0.535248	
0.492997	0.442787	0.599089	0.867845	0.845157	1	0.811424	0.89427	0.483998	0.46927	0.599551	0.607175	0.600256	0.560357	0.531233	0.585249	0.561336	0.564444	0.683132	0.615767	0.66144	0.576542	0.609677	0.606311	0.622064	0.657922	0.615974	0.578824	0.606311	0.553129	0.470886	0.463077	0.408769	0.412588	0.34934	0.502587	0.447214	0.358288	0.341621	0.440478	0.398394	0.38935	0.43212	0.428726	0.676436	0.598483	0.635904	0.625263	0.636543	0.63911	0.649539	0.589447	0.576456	0.581409	0.652063	0.566931	0.591696	0.653692	0.509647	0.518623	0.55304	0.536311	0.538719	0.53348	0.515119	0.416172	0.4239	0.562905	0.413455	0.499535	0.417982	0.444411	0.539855	0.415441	0.39804	0.384447	0.383464	0.37033	0.362815	0.372283	0.616015	0.5416	0.449466	0.569269	0.495051	0.477296	0.56401	0.386812	0.522835	0.499378	0.569209	0.458835	0.299331	0.434159	0.447869	
0.450358	0.404091	0.530907	0.715715	0.892401	0.811424	1	0.740849	0.482456	0.430735	0.562729	0.502577	0.570428	0.463824	0.484517	0.4897	0.512723	0.523939	0.615881	0.555148	0.596325	0.539279	0.568551	0.546482	0.535329	0.544582	0.549932	0.521585	0.536644	0.479179	0.389767	0.453933	0.357985	0.357696	0.377107	0.456226	0.372699	0.296566	0.288689	0.364597	0.333345	0.33903	0.37553	0.35487	0.588044	0.513313	0.552179	0.580151	0.526886	0.529011	0.537643	0.501327	0.569493	0.505465	0.539732	0.493055	0.489765	0.54108	0.42185	0.547723	0.461053	0.589254	0.538516	0.508093	0.461467	0.402581	0.457594	0.490082	0.380523	0.481682	0.363712	0.424965	0.446854	0.371993	0.337332	0.342454	0.318042	0.333644	0.331872	0.318763	0.559344	0.496296	0.404067	0.477005	0.482788	0.493297	0.48909	0.340881	0.47441	0.41335	0.526033	0.484484	0.270555	0.458098	0.477656	
0.449732	0.400307	0.546514	0.791684	0.830175	0.89427	0.740849	1	0.471557	0.424615	0.60782	0.55389	0.616668	0.511181	0.476036	0.533889	0.512074	0.514909	0.719194	0.648273	0.696357	0.56547	0.582834	0.553101	0.567472	0.600183	0.626014	0.528027	0.553101	0.504587	0.425776	0.422438	0.372896	0.398009	0.350811	0.458481	0.346711	0.326845	0.31164	0.394701	0.326845	0.348886	0.394198	0.38417	0.676436	0.545961	0.62284	0.596324	0.582134	0.596324	0.592537	0.537718	0.553654	0.530386	0.58749	0.517178	0.537718	0.596324	0.464921	0.478247	0.504506	0.635004	0.566754	0.566272	0.469913	0.382989	0.425686	0.513505	0.3733	0.458772	0.383599	0.40541	0.492478	0.378983	0.393919	0.344493	0.371393	0.354187	0.330975	0.347401	0.561954	0.517258	0.425323	0.519311	0.451605	0.4589	0.514513	0.351939	0.476952	0.455553	0.519256	0.450702	0.275556	0.426463	0.444349	
0.531574	0.543561	0.559431	0.497065	0.490295	0.483998	0.482456	0.471557	1	0.522977	0.49425	0.425426	0.459249	0.444996	0.417603	0.56552	0.494108	0.473837	0.525224	0.548032	0.52353	0.5515	0.577347	0.488091	0.414138	0.459238	0.469953	0.405507	0.518526	0.625061	0.45049	0.536894	0.335631	0.423707	0.426025	0.519631	0.416329	0.326393	0.335631	0.343467	0.370881	0.362419	0.333375	0.362419	0.49499	0.514761	0.507561	0.475025	0.466679	0.435493	0.513369	0.45201	0.461717	0.477833	0.485272	0.463021	0.410669	0.411062	0.513283	0.616498	0.442732	0.558751	0.561079	0.534378	0.507474	0.49499	0.497666	0.584893	0.501296	0.495781	0.430806	0.44964	0.516158	0.537305	0.350584	0.397079	0.383635	0.402765	0.412668	0.382535	0.423001	0.553254	0.536349	0.54914	0.564054	0.617362	0.587851	0.359228	0.523708	0.49499	0.51613	0.455262	0.450305	0.413736	0.522133	
0.327902	0.329759	0.322336	0.41356	0.48267	0.46927	0.430735	0.424615	0.522977	1	0.280547	0.350883	0.465514	0.379951	0.311546	0.364387	0.326353	0.352788	0.344194	0.351722	0.352234	0.399232	0.460606	0.368301	0.320688	0.422278	0.471221	0.365073	0.344892	0.348597	0.300862	0.310142	0.247071	0.35733	0.251973	0.332996	0.239225	0.217491	0.20568	0.241723	0.231114	0.226372	0.218864	0.216562	0.464211	0.345187	0.35188	0.424504	0.359409	0.364387	0.332172	0.360165	0.409138	0.363138	0.33579	0.312628	0.321855	0.323126	0.318672	0.552467	0.30339	0.550709	0.529811	0.50841	0.314042	0.319804	0.326015	0.354273	0.31709	0.316636	0.30183	0.332885	0.321994	0.320325	0.217107	0.240023	0.243156	0.256043	0.234501	0.2371	0.30253	0.409845	0.453398	0.377358	0.359605	0.383529	0.369612	0.240961	0.31497	0.324905	0.347682	0.30844	0.240291	0.293986	0.322398	
