"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95"
0.048642217010458 0.0678167687930279 0.055334199869356 0.121334261005185 0.0856389093427668 0.0771887769782696 0.0509793849043272 0.0493380889996145 0.0493876028894615 0.0561896429976899 0.0800587678848845 0.0717138555905202 0.0677396263706949 0.0918350092439514 0.0585657579030293 0.0473067515159 0.0445288195312077 0.06058343783307 0.0715323147699051 0.0546976566691676 0.0767136289658145 0.0879229810598695 0.11734270181539 0.0545815887087854 0.0661770369513873 0.107682184270565 0.0834106709190837 0.0345571879675323 0.0490532918284846 0.186055320730594 0.0720123504457574 0.0720263609279631 0.167300171949605 0.0707481409275176 0.0817042145991571 0.0487236683945175 0.0518057119530764 0.0608104594431811 0.0609276400877957 0.050968148957628 0.0519576010511026 0.0599827541708717 0.0510226025944887 0.0785380138810125 0.0811825671782001 0.100102829887597 0.0477105705385909 0.0607224729987713 0.0608615883181644 0.0408012218544233 0.059549284568996 0.0482020226157801 0.0453618083567046 0.047305857069441 0.0849461649050982 0.0380733411069399 0.033413635670309 0.0474527259820969 0.0823815197783445 0.140308794796924 0.070502511789978 0.0736740431769107 0.0882294078194156 0.125531985383767 0.0483847101687852 0.0482147241498542 0.0478283507356627 0.0487805803790549 0.0496981558423512 0.0743029346522484 0.0740067752860671 0.0562764954404536 0.0563775747329122 0.0454223999388863 0.0524457412267933 0.089155437817626 0.0829454295773841 0.0877414089042549 0.0718536278165336 0.104711856606678 0.0467698803729764 0.0804940944297114 0.075393998861794 0.0733119098108186 0.0851873920394993 0.0687903934378644 0.0684656124613015 0.122152380312559 0.139708005542315 0.119982784016731 0.0789545468257412 0.0788620136912655 0.0804037835955239 0.0800361653885289 0.0492830318363142
0.0258428450093727 0.0355885957980856 0.0387163077141822 0.172162680315527 0.0970634703837466 0.11385809513268 0.0877008717617269 0.0834188115760585 0.0286260729651441 0.0296968803640224 0.039880881911044 0.0337643006691155 0.0306306367533233 0.0420012521308922 0.0275851108469175 0.0476580552283419 0.0435349687419843 0.0476461971101724 0.154193924432923 0.128043843871159 0.0618534845313231 0.0735177035890666 0.102143865954691 0.0634432475506901 0.752635884932061 0.907665935109719 0.625156824671539 0.102776013571671 0.466262102906392 0.0459690992608827 0.039094189845541 0.0391462554059207 0.0378545135605785 0.0410419109893878 0.0405186969210135 0.0258520561595041 0.0249797893921741 0.0240675096440498 0.0241737993304416 0.0241290164782401 0.0250213024380707 0.0240797812661541 0.0240949616509991 0.0309147985984251 0.286367770453591 0.0679901382322541 0.044655472558702 0.0255820284347992 0.0255798493488254 0.0277387024398112 0.0248889628911424 0.312475940563096 0.0469698580523637 0.120637855784351 0.0322150386060029 0.0304003052453157 0.0483926574767618 0.0313241864719741 0.0403034813307028 0.0605900406717541 0.0394078173867028 0.139512137253552 0.110335117337768 0.0918563419912185 0.0254931451906813 0.0254167328334882 0.025291963422298 0.0261014080799529 0.0266761948384241 0.0328255050039115 0.0326633037555112 0.0300600709358263 0.0308521684497448 0.0266725341420636 0.0308996452353254 0.0345940894712129 0.0328121889020158 0.0310534110411259 0.0344490137560999 0.0453821621588845 0.0439479348759875 0.0387669146381306 0.0360854475813074 0.0294380333969239 0.0333053183673464 0.0326955538155355 0.0325613774975259 0.0474413649176713 0.0491192545183002 0.060795417646554 0.0359119821582658 0.0359505693308021 0.0392000042543647 0.03929164844473 0.0262062858648457
0.0274425194099395 0.0641448702642007 0.0202966845042232 0.0643148553527576 0.0515814768228682 0.0424405994089256 0.0219994171129906 0.0187166676142308 0.0282525427223524 0.0413062517903997 0.0473094428039204 0.0778758436727781 0.0715967578143239 0.0478355506377338 0.0463607419389246 0.0417044891955609 0.0404463533177207 0.0511177054035064 0.0413715427931741 0.0283810113838166 0.0391548757880187 0.0538452488602931 0.0886617074394974 0.0321166952485328 0.0330169958798675 0.06520985364038 0.0451959430277683 0.0189116511605801 0.0295814148850044 0.127988171261295 0.0395475040488434 0.0398727806425973 0.0808685092745492 0.0434719031561983 0.046959734849534 0.027743104983544 0.0237742130381388 0.0229212412884745 0.0230681494778732 0.0228574332887457 0.0238830417668987 0.0222900617065652 0.0227149188092114 0.025968873772666 0.0590710548073698 0.0574301744277409 0.0337174870256336 0.0337806631916133 0.0338434588088183 0.0250261196962057 0.0344218245787634 0.0349772391779907 0.0295714798962848 0.0226354015124698 0.0648690593373882 0.0237029867253523 0.0206966734025607 0.0344612712188172 0.0455268097518623 0.0508748123364468 0.0367988504066295 0.0429429695567049 0.0583618312638551 0.109659049227172 0.0270820672329543 0.026775403650439 0.02662547278011 0.0271945239634221 0.0279972940371592 0.0476964734333475 0.0485907133470937 0.0416634219366471 0.0493149361489962 0.0278397705434001 0.0489003596902098 0.294889934993387 0.258052334325102 0.202909642605016 0.109862905340372 0.438651537174538 0.0190489510653809 0.0491472409398809 0.0516599028459492 0.0402082173540054 0.0410666949122459 0.0316091758780277 0.0314201133110033 0.0926547165357361 0.0352555081605024 0.0530976955579423 0.0448531860105755 0.0450621613903102 0.0466558033836273 0.0468715335006028 0.0277997665150485
0.0470297918591214 0.0684478998148598 0.054848646423819 0.0995955739849146 0.0724880534678116 0.073679212114825 0.0477412154202133 0.0457132879911628 0.0479483525853111 0.0564410487850544 0.077818271804864 0.0778035747622841 0.0722906197649349 0.0901014653954191 0.0595779039740016 0.0499327678824559 0.0467960680798119 0.0659912268358484 0.0788367862250041 0.0572629220676737 0.0837247327595377 0.0952319994851843 0.12131317939854 0.0569690423716883 0.05756590268099 0.0878949378226484 0.0707661495254335 0.0315715170950259 0.0457011649181781 0.157472428530134 0.0729436276235662 0.0729656400097052 0.151094335524022 0.0697838638938021 0.0792320368822883 0.0471080266679729 0.0557867364068493 0.0684593498822531 0.0685311524516629 0.0549895981623823 0.0559209666292064 0.0675136748309081 0.0549928107044011 0.0898563059276695 0.0814042786108819 0.099464006040231 0.0432968627227514 0.0572696576618223 0.0573992162537268 0.036988947616117 0.0552742488186352 0.0420555722554801 0.0409215501577447 0.0414630873480192 0.075415670254764 0.0344838847053118 0.0301658498171763 0.0454309476835845 0.0779834069637459 0.135961023799765 0.0675974454551106 0.0696779125343466 0.0852956020547828 0.128211187131222 0.0466295712033532 0.0465304727747889 0.0460979710300002 0.0471020533239699 0.0480106066327572 0.074339063940332 0.0741253866643529 0.0565322599729512 0.0568274383618068 0.0445743949140675 0.0524122202020539 0.0884137283782265 0.0832723666366757 0.0876797802669395 0.0712431454433178 0.105026437088151 0.0457165653826469 0.0781295490483202 0.0722050721044601 0.0738037985819676 0.0861868905214268 0.0680870493368828 0.0676841441152949 0.115181168152394 0.135787889327549 0.0952541935227586 0.0790680477061143 0.0790571361370945 0.0788035641526613 0.078077833728091 0.0476079439238098
0.0180854090525275 0.0237287985510013 0.0491249320948108 0.0601656403823331 0.0563282023773938 0.058929797904251 0.040283533663523 0.035975678586592 0.019900419276683 0.0226789833385513 0.0252055475919804 0.0277419420051712 0.027543305036755 0.0305504904631648 0.0225074922862454 0.396935234625396 0.402985336021002 0.742902105585579 0.0971229904563102 0.0874027861543888 0.0519489484637934 0.882807506337781 0.889232471425665 0.495502896257799 0.0236524186916231 0.0411696042037394 0.0230687418373027 0.0264587085578166 0.0191549590642764 0.0399960624653498 0.0242452490834553 0.0242590467783489 0.0337487014863601 0.0221240382301536 0.0254193068580266 0.0182196455718059 0.0222779508395514 0.0248807621431703 0.0249038369862676 0.0215962232404551 0.022431810897474 0.0247637474965504 0.0217999880894394 0.0317369195504202 0.0857200354745914 0.0616850937473531 0.036657860858398 0.0375942062364084 0.0378047537891353 0.0266505557880363 0.0351748833382098 0.0839139828354002 0.0257030220200433 0.0340514762174783 0.0391287094842975 0.0264030142455309 0.0384386841629595 0.0366820503757084 0.0233113262711889 0.0507197395590111 0.0213761164189426 0.0206446581674089 0.0255876626345026 0.0545564588941383 0.0178149570028384 0.017953757379165 0.0176505343575377 0.0182980115558503 0.0185488696514751 0.0242878874240744 0.024280154383748 0.0227175568377688 0.020607978836903 0.0185545313192016 0.0195627870392069 0.0247942777742708 0.0282123081452917 0.0313989407403575 0.0219155187666814 0.0280149757145509 0.0479940302934945 0.0243792485266943 0.0248536159835158 0.0232119980740553 0.0251288581985444 0.0222244994930737 0.0221246902014813 0.0300149941002453 0.0378194019674065 0.0164685964117976 0.0208804055410372 0.0208442576749234 0.0251609064718512 0.0249028131596187 0.0183654423838627
0.0772720337309464 0.0769445163140317 0.0367925484183382 0.0680127369862537 0.0582059046062812 0.0478264307649773 0.0317700313868771 0.0293458582455622 0.0417158350866938 0.0511745434649457 0.0624110240098136 0.185927946166847 0.167255950579127 0.219350670812168 0.119159390543614 0.0484290729723985 0.0444316938055943 0.0558278074901034 0.0760643040230146 0.0501630921524135 0.071340461728467 0.0826170455533004 0.109869248060917 0.0580269711645268 0.0476568369843839 0.0534016835974286 0.0572170382623472 0.0227282987179551 0.0392296618870922 0.129547352036533 0.054129242693058 0.0542078933405379 0.101435726778936 0.0609286063047977 0.0615938428827821 0.0775444611353141 0.0383713611923348 0.0406093953152053 0.040844267046052 0.0374041242632692 0.0384633435862684 0.0404012524506481 0.0373753311531079 0.0521330460964379 0.0820932660572596 0.0698998300363286 0.0343860926548255 0.0519442854570241 0.0520464619753151 0.0317010854558382 0.0481542938774228 0.0270253855556696 0.0316517682186189 0.0262456415547996 0.0628258831252823 0.02866198777704 0.0246274114431034 0.0396427645190075 0.061813468210901 0.214105627391081 0.0503403137971211 0.0495515294748044 0.0591909061288504 0.0687339043950707 0.0772746370859952 0.0773014304250677 0.0769744590836787 0.0776921782592783 0.0784592209163561 0.0512691596053212 0.0514347034453697 0.051344938565182 0.0607795473581612 0.0398555931711699 0.0560975222514798 0.105611771243278 0.104407902693537 0.106786099884334 0.067262881351999 0.12801849494913 0.0304938884508183 0.0615690376381889 0.140764894428917 0.0504980347962498 0.0550359452647036 0.0469341341247589 0.0467428441244235 0.0975199264408601 0.0859928845964494 0.0712417004637791 0.0513045578414172 0.0512828020885554 0.0609669568367724 0.0610760676167696 0.0785242093812765
0.0345800787611837 0.0393109439110037 0.0360695136101192 0.132382806865958 0.0711913499864787 0.0597027285767367 0.0565126341965648 0.0575434304079798 0.0353498150385851 0.0334486118662413 0.0514028025477906 0.0605065882994737 0.0532773789898291 0.0585641503124748 0.0454590479421588 0.0328907551651117 0.0315641172277642 0.0293090090343683 0.125931155085098 0.105417682780124 0.0507547525261193 0.0612586835332653 0.0943537681472996 0.0580466859748879 0.662016822974389 0.629027062951338 0.713733692600646 0.0694401145064985 0.418077681205438 0.0542735265445788 0.0497777802158776 0.0499828656207023 0.0387353532568639 0.0453976324081693 0.0505867432269724 0.0345976752216553 0.0317096261738552 0.0323033804551319 0.0325954506950456 0.0307184542792381 0.0315556927147955 0.0320764955557143 0.0309022070903372 0.039331830932457 0.136965281740117 0.121278950112314 0.0350045765709485 0.0217711011818877 0.021770993400642 0.0240541366466073 0.0223298891795302 0.174867811949965 0.0397172835652749 0.09102114348445 0.0362164825621132 0.0272832261586779 0.0386792593241621 0.0281152852524049 0.0512924524828324 0.0538579510225237 0.0601590413535826 0.338223001824254 0.502395097543056 0.568133647140163 0.034231009928125 0.0345536584315296 0.0343560042882567 0.0349418577749467 0.0357083426930637 0.0448464911101297 0.0448130820372952 0.0347101280497246 0.0344847816514196 0.0334220687477075 0.036395896259799 0.0491358793996231 0.0525973460638398 0.0521390302441 0.0441357333158608 0.0589348416932443 0.0352014638724564 0.0508418298317114 0.048100598751802 0.0434174144433847 0.0500600004638114 0.044568934724454 0.0444715482109193 0.0613232765324241 0.0406125092933526 0.0714419806384754 0.0422583495281677 0.0421106613472634 0.0499019033397036 0.049058715932082 0.0353852977250318
0.0267594229350556 0.0342182461504993 0.0915254025617543 0.977020207542216 0.960995793715364 0.9310595659546 0.797516312220708 0.728885618606068 0.0306137493514037 0.0298585401702063 0.0421720193366187 0.0435193377068958 0.0432021670019984 0.0446052017274595 0.0299358404648579 0.057684992201279 0.0591777995102251 0.126482445063482 0.0360682169357335 0.031425855336313 0.0259632021200623 0.0861724385302192 0.104681440985131 0.0498708097503467 0.112303737777575 0.185362635429014 0.042443003450033 0.162945787060161 0.0346336061400118 0.0412652877829782 0.0297577946659368 0.0298002311346252 0.0622255996374544 0.0376879480175024 0.0426725439800632 0.0267828365071032 0.0401672113726047 0.049149860730344 0.0490922342996595 0.0395188328366363 0.0399615390768826 0.048845174012335 0.039318679950563 0.0646698770285587 0.232765141724969 0.0335521650648401 0.0155271050553611 0.0109443189138874 0.0110213445795226 0.0142329390137463 0.0138509142723655 0.133699971207794 0.0167773842390038 0.111899949881331 0.0608413550527072 0.0195352468574933 0.0346867178928105 0.0194141697159806 0.0435265616326531 0.0903860759781312 0.0416317973606362 0.0314779290406008 0.0419445190266024 0.0418170928415434 0.0266467160353711 0.0264849127828558 0.026524439665226 0.0268532251165557 0.0276197968457659 0.0420331846311365 0.0418972062070938 0.030004505736714 0.030644145979471 0.029596197221619 0.0314833148603103 0.0352033109474336 0.0325942118904432 0.0321314261095596 0.027954574915362 0.0355483177569148 0.0760719518567273 0.0414175190625424 0.0340690454448262 0.0471083247191433 0.0517699919499215 0.0407348265591408 0.040483891882045 0.046241706615851 0.0907507585926075 0.111342937775246 0.044531625693186 0.0444947466596954 0.0421319910197571 0.0410179834482068 0.0271120722891536
0.0168906931972902 0.0229480816964197 0.0163887425293944 0.0856156292552679 0.0546410243154336 0.0308385290479309 0.025257746991934 0.0225531208736203 0.0189865160065219 0.0205078708323381 0.0247325948771438 0.0345160755146315 0.0232183053128911 0.028338313299087 0.0194666549071569 0.120670417440785 0.0965836447889512 0.0847661627227878 0.834962663816421 0.71713349707322 0.335136679776958 0.0640001342922033 0.0761244046097142 0.0641983539509065 0.439531862584982 0.742696299570532 0.634703404069168 0.046484652149373 0.32178850314169 0.0381524045323498 0.0226692252438152 0.0224714060998874 0.0300741853055936 0.022536745106612 0.0252162329649321 0.0168611023441322 0.0182484283279098 0.0184801824862204 0.0184878000292797 0.0175333811837003 0.0182937452552305 0.0182430361333181 0.0176570068160579 0.0228310824301326 0.106886865885883 0.040895051953322 0.049902008936754 0.0365958272440847 0.0363529165700804 0.0302841055080033 0.0368691731710577 0.295315915642706 0.0523346170919 0.115391537868346 0.0448488804527335 0.0328324663836393 0.0498785987807944 0.0257885634525238 0.0244650386461975 0.0383185646912276 0.0264094673994715 0.0586331844267999 0.0545573235114298 0.0518766219796097 0.0166411669627444 0.0166696433007785 0.0165360049729775 0.0169689556476188 0.0174764624152979 0.0205145487175593 0.0204841622242929 0.0207983742411438 0.0195877600111437 0.0175677763314597 0.0188760609647526 0.0212062386649992 0.0238104083441556 0.0251109526919652 0.0202963497613105 0.0249584840411872 0.0221695311024459 0.0240975170018191 0.0238765456674067 0.0162039125986425 0.0164392286584334 0.0175208030765653 0.0172985802478691 0.0298066804075364 0.0320961450814268 0.0362261267482103 0.0199756518200193 0.0201336703968302 0.0247743816380878 0.0242808779667674 0.0172014128338806
0.0291574783908915 0.0380177252281547 0.0486108622276692 0.071934929085335 0.0534930628882187 0.0483891173348876 0.0279291827792281 0.0218187169264388 0.0241487728100642 0.0258165088911021 0.0302939573385832 0.0696193099907549 0.0605117503106404 0.0673363053317998 0.0393140363251644 0.037790367244774 0.0333647971222763 0.0611473879718886 0.0634831902846166 0.040693313535163 0.0584255017460916 0.0637518164304741 0.0800589535132677 0.0309299474867895 0.0300972044590707 0.0504983586469125 0.03357331524446 0.0145302545281811 0.0229270565807312 0.120374570128481 0.0256885782875723 0.0255572333306562 0.0618359487367061 0.0285285468612399 0.0310351288637751 0.0291865749014623 0.0236528306666131 0.0280642524128465 0.0281532582854687 0.0227955017313937 0.0234672012849289 0.0277264038020104 0.0228428718833092 0.0398124577069831 0.0892251565374502 0.0438820539272021 0.023083654167952 0.0386997041641451 0.0386933228969421 0.0198841329163225 0.0355984338585343 0.0233318453595389 0.0200802930144605 0.019350422193115 0.0360185401762687 0.0170474687016213 0.0148735514098464 0.0251846100256311 0.0301030564378455 0.587497570283842 0.0250191293442178 0.0239225269414353 0.0280797024430836 0.0494089127692591 0.0286477514507913 0.0286799360519326 0.0284241748946442 0.0291653998673252 0.0297573438343858 0.0238147685525631 0.0235750035427418 0.0257266621063627 0.0291955041792804 0.0190932213796948 0.0256420999337717 0.022103830897468 0.0244364449051448 0.024986315169807 0.0230800135314592 0.0284839314601014 0.0453971660175249 0.0297072778040715 0.0485164761119215 0.0235558584094122 0.0259824413532206 0.0230200569137265 0.0227834191178262 0.0446907033985708 0.0711600142814844 0.0354838595265724 0.0244735122550536 0.024466543446539 0.030543626183496 0.0299049412895316 0.029609895209279
